OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length
1256,2,100045800,WHANGAPARAPARA CAMPSITE TK,OPEN,Walking Track,539.084784212197
1257,2,100045801,WHIRINAKI WATERFALL LOOP TK,OPEN,Walking Track,8639.90387998861
1258,2,100045802,BUSH'S BEACH TK,OPEN,Walking Track,1346.68743018177
1259,2,100045839,MOA PARK TK - CAR PARK TO WAINUI SADDLE,OPEN,Tramping Track,2971.58245485176
1260,3,100045840,INLAND TRACK - AREA BDY TO PIGEON SADDLE,OPEN,Tramping Track,17059.9255247628
1261,3,100045841,INLAND TRACK - PIGEON SADDLE TO GIBBS TK,OPEN,Tramping Track,2665.47315272557
1262,3,100045842,WAIHARAKEKE TK,OPEN,Tramping Track,2831.23730204406
1263,2,100045843,Abel Tasman Inland Trk [T'line-H'oakes],OPEN,Tramping Track,3678.01142191888
1264,2,100045844,Lodestone Track,OPEN,Tramping Track,4862.66704268633
1265,2,100045845,Mt Arthur / Flora Hut track,OPEN,Tramping Track,2551.9655552633
1266,2,100045846,Cloustens Mine Track,OPEN,Tramping Track,4627.25098840821
1267,2,100045847,Ellis Hut track,OPEN,Tramping Track,8264.64604935456
1268,2,100045849,Baton historic bridge to Flannagans Hut,OPEN,Tramping Track,12314.1252904137
1269,6,100045850,Leslie/Peel confluence to Karamea Bend H,OPEN,Tramping Track,8115.2152663521
1270,2,100045863,MISERY TRACK,OPEN,Tramping Track,7113.40624395061
1271,2,100045864,LOST STREAM TRACK,OPEN,Tramping Track,6349.97514047898
1272,2,100045866,MOUNT SUNDAY/RILEY TRACK,OPEN,Tramping Track,11762.1663568215
1273,2,100045867,QUARTZ CREEK (MT ROYAL) ROUTE,OPEN,Route,7977.65544926828
1274,2,100045868,FORKS/OLD MAN ROUTE,OPEN,Route,7146.44293081857
1275,2,100045869,LAKE CHALICE TO OLD MAN ROUTE,OPEN,Tramping Track,7127.62410887775
1276,6,100045870,"DUCKHUNTERS ROUTE, CHANDLERS LAGOON",OPEN,Tramping Track,721.440929864959
1277,6,100045872,KOWHAI/HAPUKU ROUTE,OPEN,Tramping Track,19974.2774135314
1278,5,100045873,Scone Creek Track,OPEN,Tramping Track,2088.90391785317
1279,2,100045876,UPPER E MATUKITUKI /RABBIT PASS ROUTE,OPEN,Route,15880.7930796178
1280,2,100045877,LIVERPOOL TRACK,OPEN,Tramping Track,1490.2721100168
1281,6,100045880,Mt Richardson Track,OPEN,Tramping Track,3198.78635362752
1282,2,100045881,KAURI TREE ROUTE,OPEN,Tramping Track,50.2621337163726
1283,6,100045882,PUTARA - HEREPAI TRACK,OPEN,Tramping Track,5431.98410851978
1284,6,100045883,MANGATURUTU TOPS TO TE PUKEOHIKARUA HUT,OPEN,Tramping Track,7042.44238107818
1285,2,100045885,Glentui Waterfall Track,OPEN,Walking Track,204.120874823529
1286,2,100045887,BEANS BURN TK,OPEN,Tramping Track,2380.43172761414
1287,2,100045888,ROCKBURN JCN TO THEATRE FLAT TK,OPEN,Tramping Track,5818.98084530582
1288,2,100045889,MAVORA W/WAY - GREENSTONE TO POND BURN,OPEN,Tramping Track,5937.05611753583
1289,2,100045891,CAPLES TK - CONFLUENCE TO MID CAPLES,OPEN,Easy Tramping Track,6981.91026508341
1290,6,100045892,FRASER CREEK TK,OPEN,Tramping Track,8760.84009346465
1291,2,100045893,KAY CREEK TK,OPEN,Tramping Track,6016.31630826908
1292,2,100045897,Huxley Valley Track,OPEN,Tramping Track,5495.66045960996
1293,2,100045898,Nth Huxley Track,OPEN,Tramping Track,4092.42289729921
1294,3,100045899,GIBBS TK-TOTARANUI TO INLAND TRACK JCT,OPEN,Tramping Track,2721.38321950313
1295,2,100045900,HEADLANDS TK,OPEN,Walking Track,1881.44161669541
1296,2,100045901,DOOM TRACK,OPEN,Tramping Track,4321.81401644614
1297,2,100044694,WAIKAKAHO WALKWAY,OPEN,Tramping Track,6250.59409846303
1298,2,100045903,Glentui Nature Walk,OPEN,Walking Track,2462.40709341512
1299,6,100045904,Forest Track - Wooded Gully,OPEN,Walking Track,1207.27194699672
1300,6,100045905,Wooded Gully Track,OPEN,Walking Track,6153.37594760019
1301,2,100045906,Mt Grey Walking Track,OPEN,Walking Track,5537.69876653853
1302,6,100045907,Quail Island Walkway,OPEN,Walking Track,5605.52104237558
1303,2,100045910,Hay Scenic Reserve Track,OPEN,Walking Track,787.15047604602
1304,6,100045911,Tableland Jctn to Leslie/Peel confluence,OPEN,Tramping Track,6080.3528274371
1305,2,100045912,T. Carter suspension bridge to Taipo Swi,OPEN,Tramping Track,2380.19143699843
1306,6,100045914,Crow River to Venus Creek,OPEN,Tramping Track,10678.2131177323
1307,2,100045915,Billies/Blue Ck Jctn to Granity Pass Hut,OPEN,Tramping Track,4627.97780481378
1308,2,100045916,Granity Ck to Billies Knob / Blue Ck.,OPEN,Tramping Track,4104.336968444
1309,6,100045917,Nuggety Gorge Track,OPEN,Tramping Track,6068.2429190154
1310,6,100045919,TC Bridge/Saxon Falls route,OPEN,Route,912.969491943053
1311,2,100045920,Trevor Carter/Orbit Ck route,OPEN,Route,1722.2885689843
1312,6,100045921,Motueka Gorge route,OPEN,Route,13957.5236835302
1313,6,100045923,ABEL TASMAN MEMORIAL WALK,OPEN,Short Walk,105.20146241326
1314,6,100045924,Hawkes Lookout walk,OPEN,Short Walk,1104.21197663938
1315,6,100045925,Cullen Point Lookout Track,OPEN,Short Walk,441.04115215886
1316,2,100045926,Karaka Point Walk,OPEN,Short Walk,475.061789756211
1317,2,100045927,MONKEY BAY WALK,OPEN,Short Walk,146.426120679478
1318,1,100045929,Truman Track,OPEN,Short Walk,641.577796951184
1319,1,100045931,Brunner Mine Walk,OPEN,Short Walk,685.07763831211
1320,2,100045932,Arnold Dam Walk,OPEN,Short Walk,1723.11948957368
1321,2,100045933,Velenski Walk,OPEN,Short Walk,606.346188625399
1322,4,100045939,Cowans Hill Track,OPEN,Walking Track,3289.02995909684
1323,2,100045947,WAIMUMU FALLS TRACK,OPEN,Tramping Track,1037.14219964852
1324,2,100045948,BOUNDARY FENCE/OCEAN BEACH TK,OPEN,Tramping Track,3477.83383123382
1325,2,100045949,APARIMA RIVER TK,OPEN,Tramping Track,5729.77598021835
1326,6,100045952,Sth Huxley Route,OPEN,Route,4953.76648623855
1327,2,100045954,KNUCKLE HILL TK SEC 1,OPEN,Tramping Track,3829.09278117964
1328,3,100045956,GIBBS TK-INLAND TK JCT TO WHARI SADDLE,OPEN,Tramping Track,3060.75942104781
1329,2,100045957,Sharlands Track,OPEN,Tramping Track,4158.78991692938
1330,2,100045958,ISLAND HUT ROUTE,OPEN,Route,9534.74308021599
1331,5,100045959,WAITUTU RIVER TO BIG RIVER ROUTE,OPEN,Route,11548.6817437406
1332,2,100045960,TRACK - MT RAKEAHUA,OPEN,Route,4727.08139403704
1333,6,100045962,WHARARIKI CRPK TO GREENHILLS JUNCTION,OPEN,Tramping Track,3218.38005419641
1334,2,100045963,Taipo Bridge to Little Wanganui Saddle,OPEN,Route,6909.7446483112
1335,2,100045964,Stone Hut to Taipo Bridge,OPEN,Route,11978.0567751946
1336,2,100045965,MT FELL TO RICHMOND SADDLE HUT,OPEN,Tramping Track,5366.85629927949
1337,2,100045966,RICHMOND SADDLE HUT TO JACKSONS CK ROADE,OPEN,Tramping Track,6242.89889606286
1338,2,100045969,Fenian Caves Track,OPEN,Tramping Track,1119.91083488851
1339,2,100045970,ACTON/CROMEL RTE JUNCT-CROMELBRANCH HUT,OPEN,Route,2737.90914635304
1340,2,100045971,HUMP RIDGE COAST/TEAL BAY HUT,OPEN,Tramping Track,15138.0244163084
1341,5,100045973,EDWIN BURN VIADUCT/WAIRAURAHIRI RIVER,OPEN,Tramping Track,6548.6246480217
1342,5,100045974,PORT CRAIG HUT/EDWIN BURN VIADUCT,OPEN,Easy Tramping Track,8597.81952143398
1343,2,100045975,Woodside Glen Walk,OPEN,Walking Track,737.698085564907
1344,2,100045977,Grahams Bush Walkway,OPEN,Walking Track,2132.35686356803
1345,4,100045978,Sandymount/Pikiwhara-Sandfly Bay/Orau Tk,OPEN,Tramping Track,1844.45314455319
1346,4,100045980,South Long Beach / Warauwerawera Walk,OPEN,Walking Track,445.426340459651
1347,6,100045982,Mid Hopkins track-Huxley gorge - Dodger,OPEN,Tramping Track,20581.5429248196
1348,2,100045983,Tekapo Mt John Walkway,OPEN,Tramping Track,8780.1754418766
1349,6,100045985,Canyon Creek Route,OPEN,Route,4206.42948928412
1350,2,100046046,Jum Michel Walk,OPEN,Short Walk,881.935466659733
1351,6,100046049,Waitohu Road End to Tangata,OPEN,Tramping Track,7842.77228895913
1352,6,100046051,GIRDLESTONE SADDLE TO PUKEMATAWAI/TE MAT,OPEN,Tramping Track,1721.93578348974
1353,6,100046053,FRITH TRACK - PYLON ROAD TO TAUHERENIKAU,OPEN,Tramping Track,7807.64869674017
1354,2,100046054,Bellbird Walk,OPEN,Short Walk,436.460214765165
1355,2,100046055,Willberg walk,OPEN,Short Walk,751.362301944094
1356,6,100046056,Waitangiroto to Heron colony path,OPEN,Walking Track,349.766499227272
1357,1,100046058,Terrace Walk Franz Josef,OPEN,Short Walk,779.299533873447
1358,1,100046061,Dune Lake Walk Ship Creek,OPEN,Short Walk,947.179700548956
1359,1,100046062,"Swamp Forest Walk, Ship Creek",OPEN,Short Walk(disabled),711.750896997424
1360,2,100046063,PETRIFIED FOREST WALK,OPEN,Short Walk(disabled),57.0477158724585
1361,5,100046065,BOWEN FALLS WALK,OPEN,Short Walk,374.238608095477
1362,2,100046078,HOMEWARD BOUND TK,OPEN,Tramping Track,1829.18799077137
1363,2,100046079,WYE CREEK TK,OPEN,Tramping Track,3330.86707473432
1364,2,100046081,Chalkies Track,OPEN,Tramping Track,4694.17504617323
1365,6,100046082,Careys Creek Rongomai Honeycomb Track,OPEN,Tramping Track,3831.73488051126
1366,6,100046083,Possum Hut Route,OPEN,Route,7244.33662517268
1367,2,100046084,Silverpeaks Yellow Ridge Route,OPEN,Route,13736.8149993703
1368,2,100046086,CAMERON TRACK,OPEN,Tramping Track,5731.12080443929
1369,6,100046087,WILKIN VALLEY TRACK,OPEN,Tramping Track,24595.108520004
1370,2,100046088,NORTH BRANCH WILKIN TK,OPEN,Tramping Track,7736.97325382503
1371,2,100046089,SOUTH BRANCH WILKIN TRACK,OPEN,Tramping Track,3446.94852367173
1372,2,100046090,Bypass Track,OPEN,Tramping Track,2829.19279839758
1373,6,100046091,Summit Track,OPEN,Tramping Track,3131.53103479587
1374,6,100046092,Ridge Track,OPEN,Tramping Track,5583.67583611735
1375,6,100046093,Red Beech Track,OPEN,Tramping Track,6373.21186044111
1376,2,100046094,Kaituna Valley Packhorse Hut Track,OPEN,Tramping Track,3714.45828905299
1377,6,100046095,Tutakakahikura Scenic Reserve Track,OPEN,Tramping Track,698.156250111442
1378,2,100046096,Ellangowan Scenic Res Track,OPEN,Tramping Track,759.922752444171
1379,6,100046097,Spur Track Hanmer,OPEN,Tramping Track,1294.03322598988
1380,6,100046098,Chatterton River Tracks,OPEN,Tramping Track,3560.78694785957
1381,4,100046100,Hope Pass Track,OPEN,Route,16006.0583736123
1382,2,100046151,Browning Track,OPEN,Tramping Track,5329.60760889185
1383,2,100046152,Hacket Hut bridge to Starveall Hut route,OPEN,Route,5518.98410590216
1384,6,100046153,Mt Duppa Track,OPEN,Tramping Track,1784.06066280582
1385,2,100046155,HOPELESS TRACK,OPEN,Tramping Track,4113.47026962755
1386,6,100046156,CUPOLA TRACK,OPEN,Tramping Track,3164.96945887875
1387,6,100046157,SABINE-D'URVILLE TRACK,OPEN,Tramping Track,4679.16012315401
1388,6,100046159,MT CEDRIC TRACK,OPEN,Tramping Track,2167.21323821816
1389,6,100046161,L. MATIRI TK - ROADEND TO WEST BRANCH,OPEN,Tramping Track,2789.08384306264
1390,6,100046182,SOUTH OHAU HUT TO YEATES/DORA JUNCTION,OPEN,Tramping Track,1675.08598564877
1391,6,100046229,1000 ACRES (PP HUT TO LAR HUT),OPEN,Tramping Track,6694.40029958755
1392,5,100046230,LAKE MARIAN FALLS TK,OPEN,Walking Track,338.651466318287
1393,2,100046232,ALBERT BURN TRACK,OPEN,Tramping Track,19457.431096245
1394,6,100046258,WATSON CREEK ROUTE,OPEN,Route,5028.84206364042
1395,6,100046259,EAST MATAKITAKI ROUTE,OPEN,Tramping Track,5438.71533811145
1396,6,100046260,MOLE TRACK,OPEN,Tramping Track,7771.31359727081
1397,6,100046261,JAMESON RIDGE TRACK,OPEN,Tramping Track,7044.06805041463
1398,2,100046262,DUNCAN BAY TO UNBRIDGED CREEK,OPEN,Tramping Track,908.120606866265
1399,2,100046263,MT STOKES TRACK,OPEN,Tramping Track,3322.52672378282
1400,2,100046264,WAKAMARINA - DEVILS CREEK HUT TO FOSTER',OPEN,Tramping Track,7074.18081470107
1401,6,100046265,Pelorus Track Captains Hut to Middy Hut,OPEN,Tramping Track,4724.46309799048
1402,2,100046266,Pelorus Track Middy Hut to Roebuck Hut,OPEN,Tramping Track,5354.88267500738
1403,2,100046267,Pelorus Track Roebuck Hut to Totara Sadd,OPEN,Tramping Track,7272.78438453201
1404,2,100046268,Pelorus Track Emerald Pool to Captains H,OPEN,Tramping Track,6725.73584677239
1405,4,100046283,Tauranga Bay Crpk to Seal Colony Track,OPEN,Short Walk(disabled),420.850093252493
1406,5,100046284,Dolomite Point Walk,OPEN,Short Walk(disabled),869.743865537851
1407,4,100046285,Tawhai Short Walk,OPEN,Short Walk,200.027793732182
1408,3,100046286,Waiuta Town Walk,OPEN,Walking Track,3164.37761529674
1409,6,100046287,WHARARIKI BEACH TK,OPEN,Walking Track,1001.85867830119
1410,6,100046288,PILLAR POINT LIGHTHOUSE TK,OPEN,Walking Track,1062.31178372429
1411,2,100046289,KAITUNA TRACK,OPEN,Walking Track,3640.31235232434
1412,2,100046291,PUKATEA WALK,OPEN,Walking Track,1340.3982208234
1413,2,100046292,Flora Hut Walk,OPEN,Walking Track,1932.90585330753
1414,2,100046293,Mt Arthur Walk,OPEN,Walking Track,3391.78677130494
1415,2,100046325,GOULTER TRACK,OPEN,Tramping Track,17701.7023294931
1416,2,100046326,HIGH BURN ROUTE,OPEN,Route,4328.42625362587
1417,2,100046327,SCRUBBY FLAT CREEK ROUTE,OPEN,Route,2561.14028898858
1418,2,100046328,LONG FLAT CREEK ROUTE,OPEN,Route,3411.7971720852
1419,2,100046329,GLACIER BURN TRACK,OPEN,Tramping Track,1293.57741870715
1420,2,100046336,TRACK - YANKEE RIVER HUT TO EAST RUGGEDY,OPEN,Tramping Track,18350.1151477799
1421,2,100046337,TRACK - BUNGAREE HUT TO XMAS TURN OFF,OPEN,Tramping Track,9622.93872059402
1422,5,100046338,TRACK - PORT W CAMP TO BUNGAREE HUT,OPEN,Tramping Track,5612.44439343088
1423,2,100046339,ACTON BUSHEDGE-ACTON/CROMEL ROUTE JUNCTN,OPEN,Route,8033.63257719628
1424,2,100046340,ACTON HUT SITE-CROMEL BASE HUT JUNCTN,OPEN,Route,4968.25345865839
1425,2,100046341,CROMEL BASE-ACTON/CROMEL ROUTE JUNCTN,OPEN,Route,6192.70815594367
1426,2,100046376,KNUCKLE HILL TK SEC 2,OPEN,Tramping Track,728.768871070542
1427,2,100046506,SYLVESTER LAKES TK,OPEN,Tramping Track,6840.04032933491
1428,6,100046507,BARRON FLAT CAR PARK TO BUSHEDGE,OPEN,Tramping Track,8292.40136229991
1429,6,100046508,BUSHEDGE TO AREA BOUNDARY,OPEN,Tramping Track,8999.2438176104
1430,2,100046509,RAMEKA TRACK,OPEN,Tramping Track,5996.13557858855
1431,2,100047290,HOBBS BEACH TRACK,OPEN,Walking Track,567.727689521583
1432,2,100047291,KAWERAU TRACK,OPEN,Walking Track,1749.66472513867
1433,2,100059537,Rhoboro Track,OPEN,Tramping Track,9767.22685466575
1434,2,100059538,River Access @ BA Boundary easement TAT,OPEN,Tramping Track,2038.6397297633
1435,6,100059542,Quailburn Track,OPEN,Track - historic,1546.00817276301
1436,2,100060412,Pukaki Kettlehole Track,OPEN,Walking Track,1244.94343785516
1437,2,100060895,Dasler Pinnacles Track,OPEN,Tramping Track,1384.59571984576
1438,4,100060917,Waterfall easement,OPEN,Route,494.696087070577
1439,4,100060918,Birch Stream CA easement,OPEN,Route,2306.36761262349
1440,3,100060923,Pearson Hut Route,OPEN,Route,6172.36819176614
1441,4,100060926,Kettleholes easement,OPEN,Tramping Track,2688.62334050358
1442,5,100060927,Pyramid Track,OPEN,Tramping Track,7246.93402781373
1443,2,100064641,ANTIMONY MINE TK,OPEN,Tramping Track,4300.23497258633
1444,5,100064643,DUSKY TK - KINTAIL HUT TO LOCH MAREE HUT,OPEN,Tramping Track,9908.37215051193
1445,2,100064645,LOWER TIMARU CREEK TRACK,OPEN,Tramping Track,10197.3459258307
1446,4,100064648,St James W/Way - Anne Hut to Christopher,OPEN,Easy Tramping Track,13666.1010928017
1447,6,100064649,MANGAHAO FLATS HUT TO GIRDLESTONE SADDLE,OPEN,Tramping Track,4567.119919636
1448,6,100064650,PYLON ROAD - SH2 TO WESTERN FOREST PARK,OPEN,Tramping Track,7106.80817226552
1449,2,100064651,MT IRON TRACK,OPEN,Walking Track,4399.68984512259
1450,5,100064652,LAKE MARIAN TK,OPEN,Tramping Track,2320.63464953613
1451,2,100064653,Red Pine Track,OPEN,Walking Track,2916.89419756919
1452,2,100064654,PUPU HYDRO WALKWAY,OPEN,Walking Track,5355.20371999702
1453,6,100064656,WAIAU PASS ROUTE (North),OPEN,Route,5152.74494034566
1454,6,100064657,"GLEN TK, HINGARAE SR",OPEN,Tramping Track,516.76269954295
1455,6,100064660,Cold Stream Hut Track,OPEN,Tramping Track,1982.94101893703
1456,2,100064663,KAIARAARA TK - LOWER KAURI DAM TO HIRAKI,OPEN,Easy Tramping Track,1790.59919416006
1457,2,100064765,MTC Loop Track (Mataitai),CLSD,Tramping Track,7323.47436363065
1458,2,100064815,STRATFORD PLATEAU VIEWPOINT WALK,OPEN,Short Walk(disabled),130.460314739856
1459,2,100064821,MOKE LAKE TO LAKE DISPUTE TRACK,OPEN,Walking Track,5778.58923199777
1460,3,100064825,EARNSCLEUGH TAILINGS TRACK,OPEN,Walking Track,5060.5199484854
1461,6,100064870,Coal Mine Track,OPEN,Walking Track,103.70552317219
1462,6,100065018,JUMBO HUT TO UPPER ATIWHAKATU ROUTE,OPEN,Tramping Track,2068.68019579142
1463,2,100065056,RED HILLS ACCESS ROUTE,OPEN,Tramping Track,478.092550572827
1464,6,100065128,JANS HUT ACCESS TRACK,OPEN,Easy Tramping Track,478.223833687734
1465,2,100065132,PAUANUI BEACH LOOP SHORT WALK,OPEN,Short Walk,378.854564092127
1466,2,100065133,NEW CHUMS BEACH WALK,OPEN,Walking Track,658.704808549277
1467,5,100065175,Kaitaia Walkway/Diggers Valley Rd Track,OPEN,Walking Track,7002.78929471585
1468,2,100065424,HOLLYFORD TK - HIDDEN FALLS HUT TURN OFF,OPEN,Easy Tramping Track,10789.0466500581
1469,2,100065440,WHANGAMATA STREAM TRACK,OPEN,Short Walk,3854.97462649727
1470,2,100065441,TRT - WAIKARI RESERVE LOOP TRACK,OPEN,Walking Track,2287.83032565171
1471,2,100065561,North Head - Coastal Loop Track,OPEN,Short Walk,1270.2649559254
1472,2,100065571,KAITUNA WETLAND TRK,OPEN,Walking Track,4496.8592259973
1473,2,100065645,COROMANDEL W/WAY,OPEN,Walking Track,9902.70051838792
1474,6,100065815,TE AHUMATA TK,OPEN,Tramping Track,1662.3124778243
1475,2,100065816,WHANGAPARAPARA PEAK TK,CLSD,Tramping Track,1530.70802161051
1476,2,100065818,PEACH TREE TK,OPEN,Tramping Track,3309.0963216878
1477,2,100065819,COOPERS CASTLE TK,OPEN,Tramping Track,4192.74027835016
1478,2,100065820,MAUNGAPIKO LOOKOUT TK,OPEN,Tramping Track,293.871673616521
1479,6,100065824,RENATA HUT TO ELDER HUT,OPEN,Tramping Track,7124.59433834763
1480,6,100065826,NGATIAWA ROAD END TO KAPAKAPANUI HUT,OPEN,Tramping Track,4296.14571773837
1481,6,100065830,OLD MILL/PIG RIDGE TRACKS,OPEN,Tramping Track,10446.0711525466
1482,6,100065833,LAKES RD TO MT KURIPAPANGO TK,OPEN,Tramping Track,2286.53498664524
1483,6,100065834,MT KURIPAPANGO TO KIWI SADDLE HUT TK,OPEN,Tramping Track,3753.2113056373
1484,6,100065835,CAMERON CRPK TO KURIPAPANGO HILL TK,OPEN,Tramping Track,3330.68786047642
1485,6,100065836,MACKINTOSH TK JTN TO MAKAHU SADDLE,OPEN,Tramping Track,5000.38050470572
1486,6,100065837,ROGUE RIDGE TRACK TO KAIARAHI TK,OPEN,Tramping Track,2416.93561868996
1487,6,100065838,TOP OF ROGUE RIDGE TO MT KAIARAHI PLUS S,OPEN,Tramping Track,3172.98952596834
1488,6,100065839,BACK RIDGE HUT TO KAWEKA J VIA SOUTHERN,OPEN,Tramping Track,3203.91132566927
1489,6,100065840,KIWI MOUTH HUT TK TO BACK RIDGE BIV JCT,OPEN,Tramping Track,6976.30990039964
1490,6,100065841,STERNS SADDLE TO BACK RIDGE BIV TK,OPEN,Tramping Track,2675.6530007699
1491,6,100065842,BACK RIDGE BIV TO ROCKS AHEAD HUT TK,OPEN,Tramping Track,3370.00598756813
1492,6,100065843,MIDDLE HILL HUT TO KAWEKA FLATS BIV TK,OPEN,Tramping Track,5580.0496777512
1493,6,100065890,NIKAU BUSH TRACK,OPEN,Walking Track,732.428720692026
1494,6,100065892,PAENGAROA SR TK,OPEN,Walking Track,116.099977417362
1495,6,100065893,WHANGANUI RIVER ROAD (CULVERT) TK,OPEN,Short Walk,23.983329776641
1496,6,100065895,HINERAU WALK,OPEN,Short Walk,1136.86037034708
1497,2,100065896,LAKE WAIKAREITI WALK,OPEN,Walking Track,3202.7518309801
1498,2,100065897,TAWA TK,OPEN,Short Walk,755.647659500975
1499,2,100065898,WHATAPO BAY TK,OPEN,Walking Track,264.286830086456
1500,6,100065899,TE WHERO BAY TK,OPEN,Walking Track,155.916350146117
1501,6,100065901,OTOKO W/WAY,OPEN,Walking Track,6927.60253838818
1502,6,100065903,PARKS PEAK HUT TO YEOMANS TK,OPEN,Tramping Track,7308.65829745875
1503,6,100065904,PARKS PEAK HUT TO UPPER MAKARORA HUT,OPEN,Tramping Track,2392.27204527975
1504,6,100065905,UPPER MAKARORO HUT TO TOTARA SPUR TK,OPEN,Tramping Track,2004.85444479135
1505,6,100065906,BARLOW HUT TO TE ATUA MAHURU TK,OPEN,Tramping Track,1765.92876320236
1506,6,100065907,SUNRISE TK TO WAIPAWA RIVER,OPEN,Tramping Track,1034.75201922342
1507,6,100065908,WAIPAWA RIVER TO SMITHS STREAM HUT,OPEN,Tramping Track,4357.74034866716
1508,6,100065909,TUKITUKI RIVER TO DAPHNE HUT,OPEN,Tramping Track,4478.68729650706
1509,6,100065910,DAPHNE SPUR - DAPHNE HUT - HOWLETTS HUT,OPEN,Tramping Track,1995.01833915533
1510,6,100065911,DAPHNE HUT TO MAIN RANGE TK,OPEN,Tramping Track,3194.24352411957
1511,6,100065912,DAPHNE CRPRK TO DAPHNE HUT TK,OPEN,Tramping Track,4726.18481561323
1512,2,100065926,Waiotahi  to Karaka Tramping Track,OPEN,Tramping Track,6384.48849157118
1513,2,100065931,TAWARAU - LOOP TK JUNCTN TO DOUBLE FALLS,OPEN,Tramping Track,3154.70603040328
1514,2,100065932,TAWARAU - APLETRE RD/TAWARAU FALL LOOP T,OPEN,Tramping Track,5165.51082745781
1515,6,100065933,WHAREORINO - LEITCH RDEND TO LEITCH HUT,OPEN,Tramping Track,9030.79837161066
1516,6,100065934,WHAREORINO - LEITCHS HUT TO MANGATOA/HER,OPEN,Tramping Track,3497.57415605928
1517,6,100065935,WHAREORINO - GRIBBON RD END TO LEITCHHUT,OPEN,Tramping Track,11422.5616366291
1518,6,100065972,OKUPATA CAVES TK,OPEN,Walking Track,140.472351455106
1519,6,100065973,KAIMANAWA RD FOREST LOOP TK,OPEN,Walking Track,941.786530633499
1520,2,100065974,Ketetahi Rd 2 Ketetahi Toilets Track,OPEN,Walking Track,5976.80698244119
1521,6,100065977,PUKAWA LOOP WALK,OPEN,Walking Track,1253.450832129
1522,6,100065978,PUKAWA - OMORI TK,OPEN,Walking Track,1255.01739024343
1523,1,100065979,OMORI STM - OMORI BOATRAMP TK,OPEN,Walking Track,597.194511078691
1524,6,100065980,WHAREROA LAKESIDE TK,OPEN,Walking Track,548.099267585705
1525,6,100065981,RANGITIRA PT/WHAREMOENGA TKS,OPEN,Walking Track,2629.40005743728
1526,6,100065994,HINEMAIAIA RIVER  TRK DS TL Below  SH1,OPEN,Walking Track,1460.39324948252
1527,6,100065995,MANGAWHERO FALLS WALK,OPEN,Short Walk,67.4450328538005
1528,2,100065996,JOHN DREW - SHAG TRACK,OPEN,Tramping Track,2485.86942232257
1529,2,100066001,Mt. William Walkway - Farm Section,OPEN,Tramping Track,3040.55346058675
1530,6,100066002,POADS ROAD TO PARK BOUNDARY,OPEN,Tramping Track,1048.4843673921
1531,2,100066003,LOWER MATAKUHIA TK,CLSD,Route,7402.36052005112
1532,2,100066004,OPUREKE TK,CLSD,Route,5908.29767455887
1533,2,100066005,MATAKUHIA TK,OPEN,Tramping Track,6199.70284433912
1534,2,100066006,WHANGATAWHIA TO OKAHU RD TK,OPEN,Easy Tramping Track,6160.38968706166
1535,2,100066007,CENTRAL TE HOE TO MANGAKAHIKA TK - BULLR,OPEN,Tramping Track,3323.35314869512
1536,2,100066044,LINE W TTRACK,OPEN,Tramping Track,1635.52094957022
1537,2,100066046,PLATEAU RD TO MID-WHIRINAKI TK,OPEN,Easy Tramping Track,6696.61743348926
1538,2,100066047,TAUMUTU STM TK,OPEN,Tramping Track,4205.34899970621
1539,2,100066048,MANGAMATE STM TK,OPEN,Tramping Track,11591.7975836102
1540,2,100066049,UPPER TE HOE  TO CENTRAL TE HOE TK,OPEN,Tramping Track,6990.53872495735
1541,2,100066050,MARATOTO ROAD TO GOLDEN CROSS T' TRACK,OPEN,Tramping Track,3432.07043417845
1542,2,100066051,WENTWORTH FALLS WALK,OPEN,Walking Track,3242.68614747261
1543,6,100066052,WENTWORTH MINES SHORT WALK,OPEN,Short Walk,753.637142765537
1544,6,100066053,WINDOWS WALK,OPEN,Short Walk,1331.31022143553
1545,6,100066054,KARANGAHAKE TUNNEL - OWHAROA FALLS TK,OPEN,Walking Track,3329.2085823045
1546,6,100066056,RIMUTAKA SUMMIT TO PYLON ROAD,OPEN,Tramping Track,3131.80130556708
1547,6,100066057,KAIPARORO - PARK BOUNDARY TO KAIPARORO T,OPEN,Tramping Track,1814.39406624217
1548,6,100066058,KAIPARORO ROAD TO PARK BOUNDARY,OPEN,Tramping Track,594.245177544231
1549,6,100066059,RUAMAHANGA - FOREST PARK BOUNDARY TO COW,OPEN,Route,4663.27794383148
1550,6,100066060,MOKI TK - NEWTONS FARM,OPEN,Tramping Track,6533.88672935648
1551,2,100066061,POUAKAI TRACK,OPEN,Easy Tramping Track,3972.50801082762
1552,2,100066062,DOVER ROUTE,OPEN,Tramping Track,4723.85345356333
1553,2,100066063,BELLS FALLS TK,OPEN,Tramping Track,1728.16343770975
1554,2,100066064,NORTHERN SUMMIT ROUTE,OPEN,Tramping Track,2026.25738060149
1555,2,100066065,MAKETAWA TK,OPEN,Tramping Track,3180.4225561043
1556,6,100066066,RAM TRACK,OPEN,Easy Tramping Track,1905.36500865651
1557,2,100066067,AMC- HUMPHRIES CASTLE LINK ROUTE,OPEN,Tramping Track,1463.25283778121
